"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"HUM","Humana Inc.","427.77","$56.59B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hum"
"HCFT","Hunt Companies Finance Trust, Inc.","2.43","$60.61M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hcft"
"HII","Huntington Ingalls Industries, Inc.","151.35","$6.13B","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/hii"
"HUN","Huntsman Corporation","22.91","$5.05B","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/hun"
"HUYA","HUYA Inc.","29.47","$6.55B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/huya"
"H","Hyatt Hotels Corporation","57.44","$5.81B","2009","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/h"
"HY","Hyster-Yale Materials Handling, Inc.","40.75","$684.48M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/hy"
"IAA","IAA, Inc.","53.62","$7.19B","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/iaa"
"IAG","Iamgold Corporation","4.2","$1.99B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/iag"
"IBN","ICICI Bank Limited","10.85","$37.41B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ibn"
"ICL","ICL Group Ltd.","3.72","$4.76B","2014","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/icl"
"IDA","IDACORP, Inc.","90.21","$4.55B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ida"
"IEX","IDEX Corporation","184.17","$13.91B","1989","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/iex"
"IDT","IDT Corporation","6.64","$176.29M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/idt"
"INFO","IHS Markit Ltd.","83.58","$33.17B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/info"
"ITW","Illinois Tool Works Inc.","201.95","$63.85B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/itw"
"IMAX","Imax Corporation","15.89","$935.24M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/imax"
"ICD","Independence Contract Drilling, Inc.","2.67","$13.83M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/icd"
"IHC","Independence Holding Company","35.68","$523.37M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/ihc"
"IRT","Independence Realty Trust, Inc.","11.98","$1.14B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/irt"
"IFN","India Fund, Inc. (The)","17.11","$460.34M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifn"
"IBA","Industrias Bachoco, S.A. de C.V.","37.75","$1.89B","1997","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/iba"
"INFY","Infosys Limited","12.73","$53.99B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/infy"
"ING","ING Group, N.V.","8.14","$31.74B","1997","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ing"
"IR","Ingersoll Rand Inc.","36.1","$15.06B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ir"
"NGVT","Ingevity Corporation","59.34","$2.45B","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ngvt"
"INGR","Ingredion Incorporated","81.08","$5.43B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ingr"
"IIPR","Innovative Industrial Properties, Inc.","125.91","$2.73B","2016","Finance","Real Estate","https://old.nasdaq.com/symbol/iipr"
"IIPR^A","Innovative Industrial Properties, Inc.","30.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iipr^a"
"IPHI","Inphi Corporation","118.27","$6.14B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/iphi"
"INSI","Insight Select Income Fund","20.75","$222.23M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/insi"
"NSP","Insperity, Inc.","69.57","$2.7B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/nsp"
"INSP","Inspire Medical Systems, Inc.","125.15","$3.35B","1998","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/insp"
"IBP","Installed Building Products, Inc.","92.61","$2.76B","2014","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/ibp"
"ITGR","Integer Holdings Corporation","71.62","$2.35B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/itgr"
"ICE","Intercontinental Exchange Inc.","106.33","$57.74B","2005","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ice"
"IHG","Intercontinental Hotels Group","60.18","$10.99B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/ihg"
"IFS","Intercorp Financial Services Inc.","24.55","$2.83B","2019","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ifs"
"IBM","International Business Machines Corporation","128.18","$114.15B","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/ibm"
"IFF","International Flavors & Fragrances, Inc.","125.96","$13.47B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iff"
"IFFT","International Flavors & Fragrances, Inc.","46.13","n/a","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ifft"
"IGT","International Game Technology","11.98","$2.45B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/igt"
"IP","International Paper Company","38.84","$15.27B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ip"
"INSW","International Seaways, Inc.","16.1","$450.54M","2016","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/insw"
"INSW^A","International Seaways, Inc.","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/insw^a"
"IPV","InterPrivate Acquisition Corp.","9.8","$304.34M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ipv"
"IPV.U","InterPrivate Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipv.u"
"IPV.WS","InterPrivate Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipv.ws"
"IPG","Interpublic Group of Companies, Inc. (The)","17.95","$7B","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/ipg"
"IPI","Intrepid Potash, Inc","9.73","$129.36M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/ipi"
"IVC","Invacare Corporation","6.79","$233.71M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ivc"
"VBF","Invesco Bond Fund","20.25","$230.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbf"
"VCV","Invesco California Value Municipal Income Trust","12.55","$600.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcv"
"VTA","Invesco Credit Opportunities Fund","9.3","$585.72M","2007","n/a","n/a","https://old.nasdaq.com/symbol/vta"
"IHIT","Invesco High Income 2023 Target Term Fund","7.99","$192.01M","2016","n/a","n/a","https://old.nasdaq.com/symbol/ihit"
"IHTA","Invesco High Income 2024 Target Term Fund","7.73","$67.86M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ihta"
"VLT","Invesco High Income Trust II","12.83","$83.33M","1989","n/a","n/a","https://old.nasdaq.com/symbol/vlt"
"IVR","INVESCO MORTGAGE CAPITAL INC","2.88","$522.22M","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ivr"
"IVR^B","INVESCO MORTGAGE CAPITAL INC","20.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^b"
"IVR^C","INVESCO MORTGAGE CAPITAL INC","20.9998","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^c"
"IVR^A","Invesco Mortgage Capital Inc.","21.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ivr^a"
"OIA","Invesco Municipal Income Opportunities Trust","7.45","$354.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oia"
"VMO","Invesco Municipal Opportunity Trust","12.52","$844.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vmo"
"VKQ","Invesco Municipal Trust","12.46","$689.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vkq"
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.66","$301.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vpv"
"IVZ","Invesco Plc","10.63","$4.88B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ivz"
"IQI","Invesco Quality Municipal Income Trust","12.44","$657.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iqi"
"VVR","Invesco Senior Income Trust","3.73","$570.8M","1998","n/a","n/a","https://old.nasdaq.com/symbol/vvr"
"VTN","Invesco Trust  for Investment Grade New York Municipal","12.53","$244.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtn"
"VGM","Invesco Trust for Investment Grade Municipals","12.73","$690.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgm"
"IIM","Invesco Value Municipal Income Trust","15.08","$709.61M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iim"
"IRET","Investors Real Estate Trust","71.14","$912.49M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/iret"
"IRET^C","Investors Real Estate Trust","25.7116","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iret^c"
"NVTA","Invitae Corporation","37.05","$4.89B","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/nvta"
"INVH","Invitation Homes Inc.","29.35","$16.45B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/invh"
"IO","Ion Geophysical Corporation","2","$30.01M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/io"
"IQV","IQVIA Holdings, Inc.","169.75","$32.47B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/iqv"
"IRM","Iron Mountain Incorporated","30.5","$8.79B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/irm"
"IRS","IRSA Inversiones Y Representaciones S.A.","3.5","$202.54M","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/irs"
"STAR          ","iStar Inc.","12.49","$938.54M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/star"
"STAR^D","iStar Inc.","24.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^d"
"STAR^G","iStar Inc.","24.5846","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^g"
"STAR^I","iStar Inc.","23.9874","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/star^i"
"ITCB","Ita? CorpBanca","4.73","$1.62B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/itcb"
"ITUB","Itau Unibanco Banco Holding SA","4.48","$43.74B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/itub"
"ITT","ITT Inc.","64.56","$5.58B","2011","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/itt"
"IVH","Ivy High Income Opportunities Fund","12.18","$201.83M","2013","n/a","n/a","https://old.nasdaq.com/symbol/ivh"
"JPM","J P Morgan Chase & Co","101.65","$309.79B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm"
"JPM^C","J P Morgan Chase & Co","27.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^c"
"JPM^D","J P Morgan Chase & Co","27.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^d"
"JPM^G","J P Morgan Chase & Co","25.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jpm^g"
"JPM^H","J P Morgan Chase & Co","25.96","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^h"
"JPM^J","J P Morgan Chase & Co","26.56","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/jpm^j"
"JAX","J. Alexander&#39;s Holdings, Inc.","4.05","$60.8M","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jax"
"JILL","J. Jill, Inc.","0.6338","$28.4M","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jill"
"SJM","J.M. Smucker Company (The)","120.85","$13.79B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/sjm"
"JBL","Jabil Inc.","35.3","$5.32B","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/jbl"
"J","Jacobs Engineering Group Inc.","93.11","$12.12B","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/j"
"JHX","James Hardie Industries plc.","23.35","$10.35B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/jhx"
"JHG","Janus Henderson Group plc","21.05","$3.87B","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/jhg"
"JOF","Japan Smaller Capitalization Fund Inc","8.09","$229.22M","1990","n/a","n/a","https://old.nasdaq.com/symbol/jof"
"JWS","Jaws Acquisition Corp.","10.28","$886.65M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/jws"
"JWS.U","Jaws Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/jws.u"
"JWS.WS","Jaws Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jws.ws"
"JBGS","JBG SMITH Properties","27.46","$3.67B","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/jbgs"
"JEF","Jefferies Financial Group Inc.","18.14","$4.84B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jef"
"JELD","JELD-WEN Holding, Inc.","21.89","$2.2B","2017","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/jeld"
"JCAP","Jernigan Capital, Inc.","17.25","$401.29M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/jcap"
"JCAP^B","Jernigan Capital, Inc.","25.2604","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jcap^b"
"JT","Jianpu Technology Inc.","0.5601","$94.7M","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/jt"
"JKS","JinkoSolar Holding Company Limited","22.92","$1.02B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/jks"
"JMP","JMP Group LLC","2.43","$47.69M","2007","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmp"
"JBT","John Bean Technologies Corporation","106.59","$3.38B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/jbt"
"BTO","John Hancock Financial Opportunities Fund","23.92","$447.79M","1994","n/a","n/a","https://old.nasdaq.com/symbol/bto"
"HEQ","John Hancock Hedged Equity & Income Fund","11.39","$139.23M","2011","n/a","n/a","https://old.nasdaq.com/symbol/heq"
"JHS","John Hancock Income Securities Trust","15.4","$179.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhs"
"JHI","John Hancock Investors Trust","16.94","$147.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jhi"
"HPF","John Hancock Pfd Income Fund II","18.43","$393.45M","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpf"
"HPI","John Hancock Preferred Income Fund","20.08","$524.48M","2002","n/a","n/a","https://old.nasdaq.com/symbol/hpi"
"HPS","John Hancock Preferred Income Fund III","16.56","$524.36M","2003","n/a","n/a","https://old.nasdaq.com/symbol/hps"
"PDT","John Hancock Premium Dividend Fund","13.19","$641.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdt"
"HTD","John Hancock Tax Advantaged Dividend Income Fund","19.85","$702.71M","2004","n/a","n/a","https://old.nasdaq.com/symbol/htd"
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","5.43","$59.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hty"
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.a"
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jw.b"
"JNJ","Johnson & Johnson","153.83","$405.01B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jnj"
"JCI","Johnson Controls International plc","42.18","$31.38B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jci"
"JLL","Jones Lang LaSalle Incorporated","104.86","$5.43B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/jll"
"JMIA","Jumia Technologies AG","9.4","$737.04M","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/jmia"
"JIH","Juniper Industrial Holdings, Inc.","10.05","$433.41M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/jih"
"JIH.U","Juniper Industrial Holdings, Inc.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/jih.u"
"JIH.WS","Juniper Industrial Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jih.ws"
"JNPR","Juniper Networks, Inc.","24.93","$8.27B","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/jnpr"
"JP","Jupai Holdings Limited","1.76","$59.34M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/jp"
"JE","Just Energy Group, Inc.","0.295","$44.73M","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/je"
"JE^A","Just Energy Group, Inc.","2.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/je^a"
"LRN","K12 Inc","37.55","$1.55B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lrn"
"KAI","Kadant Inc","126.55","$1.46B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kai"
"KDMN","Kadmon Holdings, Inc.","4.49","$768.41M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdmn"
"KAMN","Kaman Corporation","47.09","$1.3B","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/kamn"
"KSU","Kansas City Southern","193.78","$18.28B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu"
"KSU^","Kansas City Southern","29.21","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/ksu^"
"KAR","KAR Auction Services, Inc","18.22","$2.35B","2009","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kar"
"KMF","Kayne Anderson Midstream Energy Fund, Inc","4.52","$213.33M","2010","n/a","n/a","https://old.nasdaq.com/symbol/kmf"
"KYN","Kayne Anderson MLP/Midstream Investment Company","4.68","$591.77M","2004","n/a","n/a","https://old.nasdaq.com/symbol/kyn"
"KB","KB Financial Group Inc","31.71","$12.36B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/kb"
"KBH","KB Home","36.94","$3.61B","1986","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/kbh"
"KBR","KBR, Inc.","25.81","$3.67B","2006","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/kbr"
"BEKE","KE Holdings Inc","49.5","$55.81B","2020","Finance","Real Estate","https://old.nasdaq.com/symbol/beke"
"K","Kellogg Company","70.42","$24.15B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/k"
"KMPR","Kemper Corporation","77.85","$5.09B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kmpr"
"KMT","Kennametal Inc.","30.87","$2.56B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kmt"
"KW","Kennedy-Wilson Holdings Inc.","14.81","$2.13B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/kw"
"KEN","Kenon Holdings Ltd.","21.85","$1.18B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ken"
"KCAC","Kensington Capital Acquisition Corp.","10","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/kcac"
"KCAC.U","Kensington Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/kcac.u"
"KCAC.WS","Kensington Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kcac.ws"
"KDP","Keurig Dr Pepper Inc.","30.4","$42.78B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kdp"
"KEY","KeyCorp","12.71","$12.4B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/key"
"KEY^I","KeyCorp","29.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^i"
"KEY^J","KeyCorp","26.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^j"
"KEY^K","KeyCorp","27.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^k"
"KEYS","Keysight Technologies Inc.","102.5","$19.22B","2014","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/keys"
"KRC","Kilroy Realty Corporation","57.73","$6.65B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krc"
"KRP","Kimbell Royalty Partners","8","$480.66M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/krp"
"KMB","Kimberly-Clark Corporation","156.51","$53.38B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/kmb"
"KIM","Kimco Realty Corporation","12.36","$5.35B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kim"
"KIM^L","Kimco Realty Corporation","26.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^l"
"KIM^M","Kimco Realty Corporation","26.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^m"
"KMI","Kinder Morgan, Inc.","13.84","$31.33B","2011","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/kmi"
"KFS","Kingsway Financial Services, Inc.","2.83","$64.27M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kfs"
"KGC","Kinross Gold Corporation","8.83","$11.11B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kgc"
"KEX","Kirby Corporation","41.19","$2.47B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/kex"
"KL","Kirkland Lake Gold Ltd.","53.13","$14.66B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kl"
"KRG","Kite Realty Group Trust","12.09","$1.02B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krg"
"KKR","KKR & Co. Inc.","36.78","$20.57B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/kkr"
"KKR^A","KKR & Co. Inc.","26.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^a"
"KKR^B","KKR & Co. Inc.","27.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^b"
"KKR^C","KKR & Co. Inc.","55.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^c"
"KIO","KKR Income Opportunities Fund","13.71","$278.87M","2013","n/a","n/a","https://old.nasdaq.com/symbol/kio"
"KREF","KKR Real Estate Finance Trust Inc.","18.23","$1.08B","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kref"
"KNX","Knight Transportation, Inc.","46.22","$7.87B","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/knx"
"KNL","Knoll, Inc.","13.36","$677.46M","2004","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/knl"
"KNOP","KNOT Offshore Partners LP","12.22","$399.52M","2013","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/knop"
"KN","Knowles Corporation","15.63","$1.43B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/kn"
"KSS","Kohl&#39;s Corporation","21.2","$3.34B","1992","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/kss"
"PHG","Koninklijke Philips N.V.","48.89","$44.46B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/phg"
"KTB","Kontoor Brands, Inc.","23.13","$1.32B","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ktb"
"KOP","Koppers Holdings Inc.","24.07","$506.57M","2006","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/kop"
"KEP","Korea Electric Power Corporation","8.96","$11.5B","1994","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/kep"
"KF","Korea Fund, Inc. (The)","29.91","$151.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kf"
"KFY","Korn Ferry ","31.11","$1.75B","1999","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/kfy"
"KOS","Kosmos Energy Ltd.","1.37","$555.41M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/kos"
"KRA","Kraton Corporation","14.84","$472.84M","2009","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kra"
"KR","Kroger Company (The)","36.6","$28.47B","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/kr"
"KRO","Kronos Worldwide Inc","12.76","$1.47B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kro"
"KT","KT Corporation","10.02","$4.92B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/kt"
"LB","L Brands, Inc.","31.25","$8.68B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/lb"
"SCX","L.S. Starrett Company (The)","3.3727","$23.5M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/scx"
"LHX","L3Harris Technologies, Inc.","182.94","$39.55B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lhx"
"LH","Laboratory Corporation of America Holdings","176.92","$17.23B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/lh"
"LADR","Ladder Capital Corp","7.65","$921.03M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ladr"
"LAIX","LAIX Inc.","2.11","$104.26M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laix"
"LW","Lamb Weston Holdings, Inc.","62.77","$9.12B","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lw"
"LCI","Lannett Co Inc","5.16","$207.54M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lci"
"LPI","Laredo Petroleum, Inc.","14.69","$176.22M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/lpi"
"LVS","Las Vegas Sands Corp.","51.33","$39.21B","2004","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/lvs"
"LGI","Lazard Global Total Return and Income Fund","16.02","$208.43M","2004","n/a","n/a","https://old.nasdaq.com/symbol/lgi"
"LAZ","Lazard Ltd.","32.61","$3.42B","2005","Finance","Investment Managers","https://old.nasdaq.com/symbol/laz"
"LZB","La-Z-Boy Incorporated","33.62","$1.55B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/lzb"
