"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"SMED","Sharps Compliance Corp.","7.57","$123.97M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/smed"
"SHSP","SharpSpring, Inc.","11.54","$133.32M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shsp"
"SHEN","Shenandoah Telecommunications Co","55.78","$2.78B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/shen"
"PIXY","ShiftPixy, Inc.","4.05","$67.26M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/pixy"
"SHLO","Shiloh Industries, Inc.","0.2951","$7.15M","1993","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/shlo"
"SCCI","Shimmick Construction Company, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scci"
"TYHT","Shineco, Inc.","2.77","$8.41M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/tyht"
"SWAV","ShockWave Medical, Inc.","66.03","$2.25B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/swav"
"SCVL","Shoe Carnival, Inc.","35.84","$504.91M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/scvl"
"SHBI","Shore Bancshares Inc","10.12","$126.77M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shbi"
"SSTI","ShotSpotter, Inc.","30.08","$343.58M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ssti"
"SIBN","SI-BONE, Inc.","22.52","$644.75M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sibn"
"SIEB","Siebert Financial Corp.","3.96","$121.39M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sieb"
"SIEN","Sientra, Inc.","3.7","$186.15M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/sien"
"BSRR","Sierra Bancorp","18.26","$277.42M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bsrr"
"SRRA","Sierra Oncology, Inc.","11.56","$120.17M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srra"
"SWIR","Sierra Wireless, Inc.","12.51","$454.92M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/swir"
"SIFY","Sify Technologies Limited","1.1","$197.15M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sify"
"SIGA","SIGA Technologies Inc.","6.905","$539.42M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/siga"
"SGLB","Sigma Labs, Inc.","2.36","$9.27M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglb"
"SGLBW","Sigma Labs, Inc.","0.17","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglbw"
"SGMA","SigmaTron International, Inc.","3.1","$13.2M","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/sgma"
"SBNY","Signature Bank","95.9","$5.14B","2004","Finance","Major Banks","https://old.nasdaq.com/symbol/sbny"
"SLGN","Silgan Holdings Inc.","39.49","$4.38B","1997","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/slgn"
"SILC","Silicom Ltd","34.29","$246.06M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/silc"
"SLAB","Silicon Laboratories, Inc.","106.7","$4.67B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/slab"
"SIMO","Silicon Motion Technology Corporation","38.86","$1.37B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/simo"
"SILK","Silk Road Medical, Inc.","62.42","$2.1B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/silk"
"SSPK","Silver Spike Acquisition Corp.","10.1","$315.63M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspk"
"SSPKU","Silver Spike Acquisition Corp.","10.4","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspku"
"SSPKW","Silver Spike Acquisition Corp.","0.6101","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspkw"
"SAMG","Silvercrest Asset Management Group Inc.","12.41","$178.36M","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/samg"
"SSNT","SilverSun Technologies, Inc.","3.04","$13.68M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ssnt"
"SFNC","Simmons First National Corporation","17.12","$1.87B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sfnc"
"SLP","Simulations Plus, Inc.","62.36","$1.24B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/slp"
"SINA","Sina Corporation","40.44","$2.41B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sina"
"SBGI","Sinclair Broadcast Group, Inc.","20.6","$1.53B","1995","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/sbgi"
"SINO","Sino-Global Shipping America, Ltd.","1.7122","$6.37M","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/sino"
"SVA","Sinovac Biotech, Ltd.","6.47","$639.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sva"
"SINT","SiNtx Technologies, Inc.","1.755","$43.08M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sint"
"SPQQ","Siren Large Cap Blend Index ETF","29.0425","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spqq"
"SG","Sirius International Insurance Group, Ltd.","11.5","$1.33B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sg"
"SIRI","Sirius XM Holdings Inc.","5.93","$25.74B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/siri"
"SRVA","SIRVA, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srva"
"SITM","SiTime Corporation","77.47","$1.29B","2019","Technology","Semiconductors","https://old.nasdaq.com/symbol/sitm"
"EDTK","Skillful Craftsman Education Technology Limited","3.95","$47.4M","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/edtk"
"SKYS","Sky Solar Holdings, Ltd.","5.58","$117.05M","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/skys"
"SKYW","SkyWest, Inc.","34.46","$1.73B","1986","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/skyw"
"SWKS","Skyworks Solutions, Inc.","153.29","$25.6B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/swks"
"SNBR","Sleep Number Corporation","49.75","$1.38B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/snbr"
"SLM","SLM Corporation","7.71","$2.89B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/slm"
"SLMBP","SLM Corporation","35.52","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/slmbp"
"SGH","SMART Global Holdings, Inc.","26.9","$649.89M","2017","Technology","Semiconductors","https://old.nasdaq.com/symbol/sgh"
"SND","Smart Sand, Inc.","1.23","$51.69M","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/snd"
"SMBK","SmartFinancial, Inc.","14.14","$215.17M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/smbk"
"SDC","SmileDirectClub, Inc.","9.8","$3.78B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sdc"
"SWBI","Smith & Wesson Brands, Inc.","20.79","$1.16B","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/swbi"
"SMSI","Smith Micro Software, Inc.","3.9","$161.29M","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/smsi"
"SMTX","SMTC Corporation","3.26","$91.98M","2000","Technology","Electrical Products","https://old.nasdaq.com/symbol/smtx"
"SCKT","Socket Mobile, Inc.","1.25","$7.56M","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/sckt"
"GIGE","SoFi Gig Economy ETF","29.2825","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gige"
"SAQN","Software Acquisition Group Inc.","10","$186.88M","2020","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/saqn"
"SAQNU","Software Acquisition Group Inc.","10.5","n/a","2019","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/saqnu"
"SAQNW","Software Acquisition Group Inc.","0.98","n/a","2020","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/saqnw"
"SOHU","Sohu.com Limited ","19.58","$768.88M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/sohu"
"SLRC","Solar Capital Ltd.","16.74","$707.45M","2010","n/a","n/a","https://old.nasdaq.com/symbol/slrc"
"SUNS","Solar Senior Capital Ltd.","13.32","$213.77M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/suns"
"SEDG","SolarEdge Technologies, Inc.","220.33","$11.04B","2015","Technology","Semiconductors","https://old.nasdaq.com/symbol/sedg"
"SLNO","Soleno Therapeutics, Inc.","2.09","$166.35M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/slno"
"SLGL","Sol-Gel Technologies Ltd.","8.09","$186.05M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/slgl"
"SLDB","Solid Biosciences Inc.","2.27","$104.65M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sldb"
"SNGX","Soligenix, Inc.","1.875","$55.96M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sngx"
"SNGXW","Soligenix, Inc.","0.65","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sngxw"
"SOLY","Soliton, Inc.","6.32","$133.92M","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/soly"
"SONM","Sonim Technologies, Inc.","0.9299","$61.31M","2019","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/sonm"
"SONN","Sonnet BioTherapeutics Holdings, Inc.","2.55","$34.79M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sonn"
"SNOA","Sonoma Pharmaceuticals, Inc.","6.88","$13.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/snoa"
"SONO","Sonos, Inc.","14.22","$1.57B","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/sono"
"SRNE","Sorrento Therapeutics, Inc.","7.27","$1.76B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/srne"
"SOHO","Sotherly Hotels Inc.","1.96","$29.17M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/soho"
"SOHOB","Sotherly Hotels Inc.","6.65","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sohob"
"SOHON","Sotherly Hotels Inc.","6.98","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sohon"
"SOHOO","Sotherly Hotels Inc.","6.87","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sohoo"
"SFBC","Sound Financial Bancorp, Inc.","29.98","$77.81M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sfbc"
"SMMC","South Mountain Merger Corp.","10.34","$323.13M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/smmc"
"SMMCU","South Mountain Merger Corp.","11","$343.75M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/smmcu"
"SMMCW","South Mountain Merger Corp.","1.4","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/smmcw"
"SPFI","South Plains Financial, Inc.","14.94","$269.8M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/spfi"
"SSB","South State Corporation","56.31","$3.99B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ssb"
"SFST","Southern First Bancshares, Inc.","26.24","$202.96M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sfst"
"SMBC","Southern Missouri Bancorp, Inc.","24.88","$227.11M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/smbc"
"SONA","Southern National Bancorp of Virginia, Inc.","8.6","$209.57M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sona"
"SBSI","Southside Bancshares, Inc.","27.46","$907.09M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbsi"
"SY","So-Young International Inc.","11.87","$1.26B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/sy"
"SP","SP Plus Corporation","20.52","$473.74M","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/sp"
"SGRP","SPAR Group, Inc.","0.825","$17.41M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/sgrp"
"SPKE","Spark Energy, Inc.","8.97","$318.19M","2014","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/spke"
"SPKEP","Spark Energy, Inc.","22.245","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/spkep"
"SPTN","SpartanNash Company","20.22","$724.55M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/sptn"
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","24.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwfi"
"SPPI","Spectrum Pharmaceuticals, Inc.","4.27","$622.28M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sppi"
"SPRO","Spero Therapeutics, Inc.","9.35","$197.78M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/spro"
"ANY","Sphere 3D Corp.","2.73","$19M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/any"
"SPI","SPI Energy Co., Ltd.","1.105","$16.4M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/spi"
"SAVE","Spirit Airlines, Inc.","17.61","$1.56B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/save"
"STXB","Spirit of Texas Bancshares, Inc.","12.53","$217.33M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/stxb"
"SPLK","Splunk Inc.","221.79","$35.24B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/splk"
"SPOK","Spok Holdings, Inc.","10.63","$202.51M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/spok"
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","17.25","$749.6M","2014","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/spwh"
"SBPH","Spring Bank Pharmaceuticals, Inc.","1.47","$25.36M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sbph"
"SWTX","SpringWorks Therapeutics, Inc.","41.45","$1.78B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/swtx"
"FUND","Sprott Focus Trust, Inc.","6.37","$186.02M","n/a","Consumer Services","Miscellaneous","https://old.nasdaq.com/symbol/fund"
"SPT","Sprout Social, Inc","39.09","$1.99B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spt"
"SFM","Sprouts Farmers Market, Inc.","23.96","$2.83B","2013","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/sfm"
"SPSC","SPS Commerce, Inc.","83.65","$2.94B","2010","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spsc"
"SRAX","SRAX, Inc.","2.84","$40.14M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/srax"
"SSNC","SS&C Technologies Holdings, Inc.","65.24","$16.8B","2010","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ssnc"
"SSRM","SSR Mining Inc.","20.87","$2.57B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ssrm"
"STAA","STAAR Surgical Company","53.455","$2.45B","n/a","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/staa"
"SRAC","Stable Road Acquisition Corp.","9.95","$219.97M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/srac"
"SRACU","Stable Road Acquisition Corp.","10.155","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sracu"
"SRACW","Stable Road Acquisition Corp.","0.7","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sracw"
"STAF","Staffing 360 Solutions, Inc.","0.72","$6.71M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/staf"
"STMP","Stamps.com Inc.","250.93","$4.41B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/stmp"
"STND","Standard AVB Financial Corp.","18.55","$86.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stnd"
"SBLK","Star Bulk Carriers Corp.","6.605","$634.53M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sblk"
"SBLKZ","Star Bulk Carriers Corp.","25.15","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sblkz"
"SBUX","Starbucks Corporation","88.35","$103.28B","1992","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/sbux"
"STFC","State Auto Financial Corporation","16.24","$711.93M","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/stfc"
"MITO","Stealth BioTherapeutics Corp.","1.53","$75.88M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mito"
"GASS","StealthGas, Inc.","2.77","$104.87M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gass"
"STCN","Steel Connect, Inc.","0.6048","$37.73M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/stcn"
"STLD","Steel Dynamics, Inc.","30.77","$6.47B","1996","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/stld"
"SRCL","Stericycle, Inc.","65.52","$5.99B","1996","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/srcl"
"SBT","Sterling Bancorp, Inc.","2.97","$149.1M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sbt"
"STRL","Sterling Construction Company Inc","14.46","$405.87M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/strl"
"SHOO","Steven Madden, Ltd.","21.67","$1.8B","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/shoo"
"SFIX","Stitch Fix, Inc.","25.77","$2.64B","2017","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/sfix"
"SYBT","Stock Yards Bancorp, Inc.","43.91","$995.96M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sybt"
"STOK","Stoke Therapeutics, Inc.","28.57","$949.7M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/stok"
"BANX","StoneCastle Financial Corp","19.27","$126.49M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banx"
"STNE","StoneCo Ltd.","52.38","$16.17B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/stne"
"SNEX","StoneX Group Inc.","57.85","$1.12B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/snex"
"SSKN","Strata Skin Sciences, Inc.","1.49","$50.29M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sskn"
"SSYS","Stratasys, Ltd.","15.08","$829.85M","1994","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/ssys"
"STRA","Strategic Education, Inc.","102.01","$2.49B","1996","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/stra"
"HNDL","Strategy Shares Nasdaq 7HANDL Index ETF","25.4695","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hndl"
"STRT","Strattec Security Corporation","21.12","$80.65M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/strt"
"STRS","Stratus Properties Inc.","20.19","$165.76M","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/strs"
"STRM","Streamline Health Solutions, Inc.","1.56","$48.74M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/strm"
"SBBP","Strongbridge Biopharma plc","3.7","$201.12M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sbbp"
"SUMR","Summer Infant, Inc.","17.2","$36.36M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sumr"
"SMMF","Summit Financial Group, Inc.","15.86","$205.81M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/smmf"
"SSBI","Summit State Bank","9.8295","$59.66M","2006","n/a","n/a","https://old.nasdaq.com/symbol/ssbi"
"SMMT","Summit Therapeutics plc","3.37","$226.57M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/smmt"
"WISA","Summit Wireless Technologies, Inc.","2.01","$15.72M","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/wisa"
"SNBP","Sun BioPharma, Inc.","2.8","$19.79M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/snbp"
"SNDE","Sundance Energy Inc. ","2.08","$14.3M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/snde"
"SNDL","Sundial Growers Inc.","0.315","$45.56M","2019","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/sndl"
"SNSS","Sunesis Pharmaceuticals, Inc.","0.1686","$30.5M","2005","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/snss"
"STKL","SunOpta, Inc.","7.27","$649.96M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/stkl"
"SPWR","SunPower Corporation","12.05","$2.05B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/spwr"
"RUN","Sunrun Inc.","57.075","$7.03B","2015","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/run"
"SUNW","Sunworks, Inc.","0.646","$10.74M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/sunw"
"SLGG","Super League Gaming, Inc.","1.82","$19.1M","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/slgg"
"SMCI","Super Micro Computer, Inc.","27.315","$1.43B","2020","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/smci"
"SPCB","SuperCom, Ltd.","1.18","$19.22M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/spcb"
"SCON","Superconductor Technologies Inc.","0.299","$9.42M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/scon"
"SGC","Superior Group of Companies, Inc.","24.59","$376.83M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sgc"
"SUPN","Supernus Pharmaceuticals, Inc.","21.65","$1.14B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/supn"
"SPRT","support.com, Inc.","1.94","$37.01M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/sprt"
"SURF","Surface Oncology, Inc.","6.98","$278.54M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/surf"
"SRGA","Surgalign Holdings, Inc.","2.08","$157.99M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/srga"
"SGRY","Surgery Partners, Inc.","19.94","$1.01B","2015","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sgry"
"SRDX","Surmodics, Inc.","45.78","$624.91M","1998","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srdx"
"SSSS","SuRo Capital Corp.","12.9","$216.13M","2011","n/a","n/a","https://old.nasdaq.com/symbol/ssss"
"STRO","Sutro Biopharma, Inc.","11.265","$404.18M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/stro"
"SIVB","SVB Financial Group","259.21","$13.42B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivb"
"SIVBP","SVB Financial Group","26.18","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivbp"
"SVMK","SVMK Inc.","26.075","$3.66B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/svmk"
"SWKH","SWK Holdings Corporation","13.4","$171.48M","n/a","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/swkh"
"SYKE","Sykes Enterprises, Incorporated","33.41","$1.34B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/syke"
"SYNC","Synacor, Inc.","1.16","$45.77M","2012","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sync"
"SYNL","Synalloy Corporation","6.55","$59.33M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/synl"
"SYNA","Synaptics Incorporated","88.17","$3.02B","2002","Technology","Semiconductors","https://old.nasdaq.com/symbol/syna"
"SNCR","Synchronoss Technologies, Inc.","4.35","$198.95M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/sncr"
"SNDX","Syndax Pharmaceuticals, Inc.","15.87","$611.78M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sndx"
"SYNH","Syneos Health, Inc.","63","$6.57B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/synh"
"SYBX","Synlogic, Inc.","2.36","$80.63M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sybx"
"SNPS","Synopsys, Inc.","229.36","$34.81B","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/snps"
"SYPR","Sypris Solutions, Inc.","1.04","$22.23M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sypr"
"SYRS","Syros Pharmaceuticals, Inc.","13.95","$638.38M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/syrs"
"TROW","T. Rowe Price Group, Inc.","141.14","$32.04B","1986","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/trow"
"TTOO","T2 Biosystems, Inc.","1.42","$210.09M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ttoo"
"TRHC","Tabula Rasa HealthCare, Inc.","52.04","$1.19B","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/trhc"
"TCMD","Tactile Systems Technology, Inc.","36.94","$717.12M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tcmd"
"TAIT","Taitron Components Incorporated","2.38","$13.81M","1995","Technology","Electronic Components","https://old.nasdaq.com/symbol/tait"
"TLC","Taiwan Liposome Company, Ltd.","4.55","$191.5M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlc"
"TTWO","Take-Two Interactive Software, Inc.","172.83","$19.76B","1997","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ttwo"
"TLND","Talend S.A.","44.98","$1.42B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tlnd"
"TNDM","Tandem Diabetes Care, Inc.","115.35","$7.03B","2013","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tndm"
"TANH","Tantech Holdings Ltd.","2.11","$60.96M","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tanh"
